college_name,department_name,first_step_one_subject,first_step_one_point,first_step_one_ratio,first_step_two_subject,first_step_two_point,first_step_two_ratio,first_step_three_subject,first_step_three_point,first_step_three_ratio,first_step_four_subject,first_step_four_point,first_step_four_ratio,first_step_five_subject,first_step_five_point,first_step_five_ratio,second_step_one_ratio,second_step_two_ratio,second_step_three_ratio,second_step_four_ratio,second_step_five_ratio,second_step_all_ratio,second_step_one_subject,second_step_one_point,second_step_one_all_ratio,second_step_two_subject,second_step_two_point,second_step_two_all_ratio,second_step_three_subject,second_step_three_point, second_step_three_all_ratio,second_step_four_subject,second_step_four_point,second_step_four_all_ratio,second_step_five_subject,second_step_five_point,second_step_five_all_ratio,final_order,thing,order_select
真理大學,觀光事業學系旅運管理組,國文,底標,6,英文,--,--,社會,--,--,,,,,,,*1.50,*1.00,*1.50,,,20%,審查資料,--,20%,面試,--,45%,,,,,,,,,,一、學測國英社級分總和,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、K、L、M、N)、學習歷程自述(P、Q) ,一、學測國文、英文、社會之級分總和
真理大學,觀光事業學系觀光外語組,國文,底標,--,英文,--,7,社會,--,--,,,,,,,*1.50,*1.50,*1.00,,,20%,審查資料,--,20%,面試,--,45%,,,,,,,,,,一、學測國英社級分總和,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、K、L、M、N)、學習歷程自述(P、Q) ,一、學測國文、英文、社會之級分總和
真理大學,觀光事業學系餐旅管理組,國文,底標,6.0,社會,--,8.0,,,,,,,,,,*1.50,*2.00,,,,20%,審查資料,--,20%,面試,--,45%,,,,,,,,,,一、學測國社級分總和,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、K、L、M、N)、學習歷程自述(P、Q) ,一、學測國文、社會之級分總和
銘傳大學,觀光事業學系（桃園校區）,國文,--,3.0,英文,--,3.0,社會,底標,3.0,,,,,,,*1.25,*1.50,*1.00,,,30%,審查資料,--,30%,面試,70分,40%,,,,,,,,,,一、面試二、學測英文級分三、學測國文級分四、學測社會級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(G、J、L、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、社會之級分總和　二、學測國文級分　三、學測社會級分　四、學測英文級分
國立暨南國際大學,觀光休閒與餐旅管理學系觀光休閒組,國文,均標,5.0,英文,--,4.0,,,,,,,,,,*2.00,*2.00,,,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、面試二、學測國文級分三、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(H、I、J、L、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文之級分總和
國立暨南國際大學,觀光休閒與餐旅管理學系餐旅管理組,國文,均標,6.5,英文,--,5.0,,,,,,,,,,*2.00,*2.00,,,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、面試二、學測國文級分三、學測英文級分,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、G、H、I、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文之級分總和
義守大學,觀光學系,國文,--,3.0,英文,--,4.0,社會,後標,3.0,,,,,,,*1.00,*1.50,*2.00,,,20%,審查資料,--,20%,面試,--,45%,,,,,,,,,,一、面試二、學測社會級分三、學測英文級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、N)、學習歷程自述(O、P) ,一、學測國文、英文、社會之級分總和　二、學測英文級分　三、學測國文級分　四、學測社會級分
世新大學,觀光學系旅遊暨休閒事業管理組,國文,--,--,社會,底標,3,,,,,,,,,,*2.00,*1.50,,,,40%,審查資料,60分,40%,面試,60分,30%,,,,,,,,,,一、學測國文級分二、學測社會級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測國文、社會之級分總和
世新大學,觀光學系觀光規劃暨資源管理組,國文,--,--,社會,底標,3,,,,,,,,,,*2.00,*1.50,,,,40%,審查資料,60分,40%,面試,60分,30%,,,,,,,,,,一、學測國文級分二、學測社會級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測國文、社會之級分總和
世新大學,觀光學系餐旅經營管理組,國文,--,--,社會,底標,3,,,,,,,,,,*2.00,*1.50,,,,40%,審查資料,60分,40%,面試,60分,30%,,,,,,,,,,一、學測國文級分二、學測社會級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測國文、社會之級分總和
真理大學,觀光數位知識學系旅遊運輸組,國文,--,--,英文,--,--,社會,底標,5,,,,,,,*1.75,*1.00,*2.00,,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,一、面試二、學科能力測驗成績三、學測社會級分,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、N)、學習歷程自述(Q) ,一、學測國文、英文、社會之級分總和
真理大學,觀光數位知識學系旅館餐飲組,國文,底標,5,英文,--,--,社會,--,--,,,,,,,--,*1.50,*2.00,,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,一、面試二、學科能力測驗成績三、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、N)、學習歷程自述(Q) ,一、學測國文、英文、社會之級分總和
真理大學,觀光數位知識學系觀光旅遊組,國文,--,5,社會,底標,--,,,,,,,,,,*2.00,*1.50,,,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,一、面試二、學科能力測驗成績三、學測社會級分,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、N)、學習歷程自述(Q) ,一、學測國文、社會之級分總和
真理大學,觀光數位知識學系資訊應用組,國文,底標,--,英文,--,--,社會,--,5,,,,,,,*1.50,*1.00,*1.50,,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,一、面試二、學科能力測驗成績三、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、N)、學習歷程自述(Q) ,一、學測國文、英文、社會之級分總和
大葉大學,觀光旅遊學系,國文,底標,20.0,社會,--,10.0,國社,--,3.0,,,,,,,--,--,--,,,0%,審查資料,--,0%,面試,--,55%,,,,,,,,,,一、面試二、審查資料三、學測國文級分四、學測社會級分,項目：修課紀錄(A)、課程學習成果(B、E)、多元表現(F、G、J、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、社會之級分總和　二、學測國文級分　三、學測社會級分
國立東華大學,觀光暨休閒遊憩學系,國文,均標,6,英文,--,--,數學B,--,--,國英社,--,3,,,,*1.00,*1.50,*1.50,--,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、學測英文級分二、面試三、學測國英數B社級分總和四、學測國文級分,項目：修課紀錄(A)、多元表現(F、G、L、M、N)、學習歷程自述(O、P) ,一、學測國文、英文、數學B、社會之級分總和　二、學測英文級分　三、學測數學B級分
國立金門大學,觀光管理學系,國文,後標,4,英文,--,--,社會,--,3,,,,,,,*2.00,*1.00,*1.50,,,40%,審查資料,--,40%,,,,,,,,,,,,,一、審查資料二、學測國文級分三、學測社會級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、N) ,一、學測國文、英文、社會之級分總和
實踐大學,觀光管理學系新創旅遊與運動觀光規劃組(高雄校區),國文,--,15.0,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,--,50%,,,,,,,,,,--,項目：修課紀錄(A)、課程學習成果(B)、多元表現(G、H、K、M、N)、學習歷程自述(P、Q) ,一、學測國文級分
實踐大學,觀光管理學系旅運事業經營組(高雄校區),英文,底標,3.5,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,--,50%,,,,,,,,,,一、面試,項目：修課紀錄(A)、課程學習成果(B)、多元表現(G、H、K、M、N)、學習歷程自述(P、Q) ,一、學測英文級分
實踐大學,觀光管理學系旅館會展經營組(高雄校區),國文,底標,3.5,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,--,50%,,,,,,,,,,一、面試,項目：修課紀錄(A)、課程學習成果(B)、多元表現(G、H、K、M、N)、學習歷程自述(P、Q) ,一、學測國文級分
實踐大學,觀光管理學系自然旅遊與文創觀光規劃組(高雄校區),數學B,底標,4.5,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,--,50%,,,,,,,,,,一、面試,項目：修課紀錄(A)、課程學習成果(B)、多元表現(G、H、K、M、N)、學習歷程自述(P、Q) ,一、學測數學B級分
實踐大學,觀光管理學系青年儲蓄帳戶組(高雄校區),國文,底標,--,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,--,20%,,,,,,,,,,一、面試,項目：修課紀錄(A)、課程學習成果(B)、多元表現(M、N)、學習歷程自述(P)、其他(R.體驗資歷（體驗學習報告及雙週誌）) ,(無)
開南大學,觀光與餐飲旅館學系,國文,底標,3.0,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,--,50%,,,,,,,,,,一、面試二、審查資料,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、G、M、N)、學習歷程自述(P、Q) ,一、學測國文級分
長榮大學,觀光與餐飲管理學系觀光旅遊組,國文,底標,5,英文,--,--,社會,--,3.5,,,,,,,*2.00,*1.00,*2.00,,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,一、學測國文級分二、面試三、學測社會級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、G、I、N)、學習歷程自述(P、Q)、其他(R.其他有利審查之資料) ,一、學測國文、英文、社會之級分總和　二、學測國文級分
長榮大學,觀光與餐飲管理學系餐飲技術組,國文,底標,5,英文,--,3.5,社會,--,--,,,,,,,*2.00,*1.00,*2.00,,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,一、學測國文級分二、面試三、學測社會級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、G、I、N)、學習歷程自述(P、Q)、其他(R.其他有利審查之資料) ,一、學測國文、英文、社會之級分總和　二、學測國文級分
長榮大學,觀光與餐飲管理學系餐飲管理組,國文,底標,3.5,英文,--,--,社會,--,--,,,,,,,*2.00,*1.00,*2.00,,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,一、學測國文級分二、面試三、學測社會級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、G、I、N)、學習歷程自述(P、Q)、其他(R.其他有利審查之資料) ,一、學測國文、英文、社會之級分總和　二、學測社會級分
元智大學,資訊學院英語學士班,國文,--,3.0,英文,均標,3.0,數學A,--,3.0,,,,,,,*1.00,*1.00,*1.00,,,50%,審查資料,--,50%,,,,,,,,,,,,,一、學測英文級分二、學測數學A級分三、學測國文級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、G、J、K、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A之級分總和　二、學測英文級分　三、學測數學A級分　四、學測國文級分
佛光大學,資訊應用學系(動畫與數位內容組),社會,底標,--,國社,--,3,,,,,,,,,,--,--,,,,0%,審查資料,--,0%,面試,--,50%,,,,,,,,,,一、面試二、審查資料,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、K、N)、學習歷程自述(P) ,一、學測國文、社會之級分總和
佛光大學,資訊應用學系(數位遊戲開發組),國文,底標,3.0,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,--,50%,,,,,,,,,,一、面試二、審查資料,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、K、N)、學習歷程自述(P) ,一、學測國文級分
佛光大學,資訊應用學系(資訊系統與智慧應用組),國文,底標,--,國社,--,3,,,,,,,,,,--,--,,,,0%,審查資料,--,0%,面試,--,50%,,,,,,,,,,一、面試二、審查資料,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、K、N)、學習歷程自述(P) ,一、學測國文、社會之級分總和
長榮大學,資訊暨設計學院學士班(APCS組),國文,--,--,英文,--,--,數學B,底標,30,,,,,,,*1.00,*1.00,*1.00,,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,程式設計觀念題程式設計實作題,項目：修課紀錄(A)、多元表現(F、N)、學習歷程自述(P)、其他(R.APCS成績證明、S.其他有利審查之資料) ,一、學測國文、英文、數學B之級分總和　二、學測國文級分
長榮大學,資訊暨設計學院學士班(不分系),國文,底標,--,數學B,--,5,,,,,,,,,,*1.00,*1.00,,,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,一、面試二、審查資料三、學測國文級分四、學測數學B級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、I、K、N)、學習歷程自述(O、P、Q)、其他(R.個人獨特經歷或想法、S.其他有利審查之資料) ,一、學測國文、數學B之級分總和　二、學測國文級分
長榮大學,資訊暨設計學院學士班互動設計組,國文,底標,3,數學B,--,--,,,,,,,,,,*1.00,*1.00,,,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,一、面試二、審查資料三、學測國數B級分總和四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、J、K、M、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查之資料) ,一、學測國文、數學B之級分總和　二、學測數學B級分
長榮大學,資訊暨設計學院學士班數位媒體設計組,國文,--,3,數學B,--,--,社會,底標,--,,,,,,,*1.00,*1.00,*1.00,,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,一、面試二、學測國文級分三、學測社會級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、J、K、M、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查之資料) ,一、學測國文、數學B、社會之級分總和　二、學測社會級分
長榮大學,資訊暨設計學院學士班資訊工程組,國文,--,3,英文,底標,--,數學B,--,--,,,,,,,*1.00,*1.00,*1.00,,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,一、學測國文級分二、面試三、學測英文級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、D)、多元表現(F、G、M、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查之資料) ,一、學測國文、英文、數學B之級分總和　二、學測英文級分
長榮大學,資訊暨設計學院學士班資訊管理組,國文,底標,--,英文,--,3,數學B,--,--,,,,,,,*1.00,*1.00,*1.00,,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,一、面試二、審查資料三、學測國文級分四、學測數學B級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、M、N)、學習歷程自述(O、P、Q)、其他(R.個人獨特之經歷或想法、S.其他有利於審查之資料) ,一、學測國文、英文、數學B之級分總和　二、學測國文級分
銘傳大學,資訊科技應用與管理學士學位學程（全英語授課．桃園校區）,國文,底標,8.0,英文,底標,3.0,,,,,,,,,,*1.50,*2.00,,,,40%,審查資料,--,40%,面試,70分,30%,,,,,,,,,,一、學測英文級分二、學測國文級分三、審查資料,項目：修課紀錄(A)、課程學習成果(B、D)、多元表現(G、H、L、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文之級分總和　二、學測英文級分
實踐大學,資訊科技與管理學系(臺北校區),國文,--,5.0,英文,底標,3.0,社會,--,7.0,,,,,,,*2.00,*2.00,*1.00,,,20%,審查資料,--,20%,面試,--,45%,,,,,,,,,,一、學測國英社級分總和二、學測英文級分三、學測國文級分四、學測社會級分,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、G、H、I、N)、學習歷程自述(P、Q) ,一、學測國文、英文、社會之級分總和　二、學測國文級分　三、學測社會級分
實踐大學,資訊科技與管理學系APCS組(臺北校區),國文,--,--,英文,底標,--,國英,--,16.5,,,,,,,*1.75,*2.00,--,,,20%,審查資料,--,20%,面試,--,45%,,,,,,,,,,程式設計觀念題程式設計實作題,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、J、K、L、N)、學習歷程自述(O)、其他(R.其他有利於審查之資料) ,一、學測國文、英文之級分總和　二、學測英文級分
國立臺灣大學,資訊管理學系,國文,--,--,英文,頂標,3,數學A,頂標,3,自然,--,--,國英數A自,--,5,*1.00,*1.00,*1.00,*1.00,--,40%,審查資料,70分,40%,口試,--,30%,,,,,,,,,,一、學科能力測驗成績二、口試三、審查資料,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、J、M、N)、學習歷程自述(O、P、Q)、其他(R.本系個人資料表、S.自傳(學生自述)、T.有利審查資料之證明) ,一、學測國文、英文、數學A、自然之級分總和　二、學測數學A級分　三、學測英文級分
國立中興大學,資訊管理學系,國文,均標,10.0,英文,前標,10.0,數學A,前標,3.0,自然,均標,10.0,,,,*1.00,*2.00,*2.00,*1.00,,50%,審查資料,--,50%,,,,,,,,,,,,,一、學科能力測驗成績二、審查資料三、學測國英數A自級分總和四、學測數學A級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(G、J、L、M、N)、學習歷程自述(P、Q) ,一、學測國文、英文、數學A、自然之級分總和　二、學測英文級分
東吳大學,資訊管理學系,國文,--,--,英文,均標,5,數學B,均標,3,,,,,,,*1.00,*2.00,*2.00,,,50%,審查資料,--,50%,面試,--,25%,,,,,,,,,,一、面試二、學測數學B級分三、學測英文級分四、學科能力測驗成績,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、M、N)、學習歷程自述(P、Q)、其他(R.其他有利審查項目) ,一、學測國文、英文、數學B之級分總和
國立政治大學,資訊管理學系,國文,前標,5.0,英文,前標,4.0,數學A,前標,3.0,,,,,,,*1.00,*1.50,*1.50,,,40%,審查資料,--,40%,面試,--,35%,,,,,,,,,,一、面試二、學科能力測驗成績三、審查資料四、學測數學A級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、L、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A之級分總和　二、學測英文級分　三、學測國文級分
中原大學,資訊管理學系,國文,--,3,英文,--,--,數學A,底標,--,數學B,後標,--,,,,*1.00,*1.00,--,--,,30%,審查資料,--,30%,面試,60分,30%,,,,,,,,,,一、學科能力測驗成績二、學測國文級分三、面試四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、G、H、J、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文之級分總和　二、學測英文級分
淡江大學,資訊管理學系,國文,--,3.0,英文,--,3.0,數學B,後標,3.0,,,,,,,*1.00,*1.50,*2.00,,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、學測數學B級分二、學測英文級分三、學測國文級分四、面試,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(G、I、J、L、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B之級分總和　二、學測數學B級分　三、學測英文級分　四、學測國文級分
國立中央大學,資訊管理學系,國文,均標,--,英文,--,3,數學A,均標,8,自然,--,4,,,,--,*1.50,*1.50,*1.00,,30%,審查資料,--,30%,,,,,,,,,,,,,一、學測數學A級分二、學測英文級分三、學測自然級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、J、L、N)、學習歷程自述(O、P、Q)、其他(R.個人資料表) ,一、學測國文、英文、數學A、自然之級分總和
靜宜大學,資訊管理學系,國文,--,3.0,英文,底標,3.0,,,,,,,,,,*1.00,*1.00,,,,40%,審查資料,60分,40%,面試,60分,30%,,,,,,,,,,一、審查資料二、面試三、學測國英級分總和,項目：修課紀錄(A)、多元表現(F、N)、學習歷程自述(P)、其他(R.其他有利審查資料) ,一、學測國文、英文之級分總和　二、學測英文級分　三、學測國文級分
輔仁大學,資訊管理學系,國文,--,3.0,英文,均標,5.0,數學B,均標,5.0,,,,,,,*1.00,*1.00,*1.00,,,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、面試二、審查資料三、學測數學B級分四、學測英文級分,項目：修課紀錄(A)、多元表現(F、N)、其他(R.個人資料表) ,一、學測國文、英文、數學B之級分總和　二、學測數學B級分　三、學測英文級分　四、學測國文級分
國立中山大學,資訊管理學系,國文,--,3.0,英文,均標,3.0,數學A,均標,3.0,,,,,,,*1.00,*1.50,*2.00,,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、審查資料二、面試三、學科能力測驗成績四、學測數學A級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、G、M、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學A之級分總和　二、學測數學A級分　三、學測英文級分
國立屏東大學,資訊管理學系,國文,均標,16.0,英文,後標,10.0,數學B,後標,12.0,,,,,,,*1.00,*2.00,*2.00,,,50%,審查資料,--,50%,,,,,,,,,,,,,一、學測數學B級分二、學測英文級分三、學測國文級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、J、K、M、N) ,一、學測國文、英文、數學B之級分總和　二、學測數學B級分　三、學測英文級分　四、學測國文級分
國立臺東大學,資訊管理學系,國文,--,--,英文,後標,--,數學B,--,--,國英數B,--,3,,,,*1.50,*2.00,*2.00,--,,30%,審查資料,--,30%,面試,--,35%,,,,,,,,,,一、面試二、學測英文級分三、學測數學B級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、I、L、M、N)、學習歷程自述(P) ,一、學測國文、英文、數學B之級分總和　二、學測英文級分　三、學測數學B級分　四、學測國文級分
元智大學,資訊管理學系,國文,--,3.0,英文,後標,3.0,數學B,--,3.0,,,,,,,*1.00,*1.50,*1.50,,,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,一、面試二、審查資料三、學測國英數B級分總和,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(G、H、M、N)、學習歷程自述(O、Q) ,一、學測國文、英文、數學B之級分總和　二、學測英文級分
國立中正大學,資訊管理學系,國文,均標,--,英文,前標,--,數學A,均標,10,英數A,--,3,,,,*1.00,*1.00,*1.00,--,,50%,審查資料,--,50%,,,,,,,,,,,,,一、學測國英數A級分總和二、學測數學A級分三、學測英文級分四、審查資料,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、H、J、L、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測國文、英文、數學A之級分總和
義守大學,資訊管理學系,國文,後標,3,英文,--,--,,,,,,,,,,*1.00,*1.00,,,,30%,審查資料,--,30%,面試,--,40%,,,,,,,,,,一、面試二、審查資料三、學測國文級分四、學測英文級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、N)、學習歷程自述(O、P) ,一、學測國文、英文之級分總和　二、學測國文級分　三、學測英文級分
國立暨南國際大學,資訊管理學系,英文,均標,6.0,數學B,均標,3.0,,,,,,,,,,*1.00,*1.00,,,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,一、面試二、學科能力測驗成績三、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、H、I、M、N)、學習歷程自述(O、P、Q) ,一、學測英文、數學B之級分總和
南華大學,資訊管理學系,國文,底標,--,社會,--,--,國社,--,3,,,,,,,*2.00,*1.00,--,,,20%,審查資料,--,20%,面試,--,45%,,,,,,,,,,一、面試二、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、E)、多元表現(F、M、N)、學習歷程自述(O、Q)、其他(R.其他有利審查資料) ,一、學測國文、社會之級分總和
國立嘉義大學,資訊管理學系,國文,--,8.0,英文,--,3.0,數學B,均標,5.0,,,,,,,*1.00,*1.50,*2.00,,,40%,審查資料,--,40%,團體面談及認識本系,80分,20%,,,,,,,,,,一、學測英文級分二、學測數學B級分三、審查資料四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、J、K、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B之級分總和　二、學測英文級分　三、學測數學B級分　四、學測國文級分
國立高雄大學,資訊管理學系,國文,均標,3.0,英文,均標,3.0,數學B,均標,3.0,,,,,,,*1.00,*1.50,*1.50,,,40%,審查資料,--,40%,面試,--,35%,,,,,,,,,,一、面試二、學測英文級分三、學測數學B級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B之級分總和　二、學測英文級分　三、學測數學B級分　四、學測國文級分
開南大學,資訊管理學系,國文,底標,3.0,,,,,,,,,,,,,--,,,,,0%,審查資料,--,0%,面試,--,50%,,,,,,,,,,一、面試二、審查資料,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、G、H、L、N)、學習歷程自述(P) ,一、學測國文級分
國立聯合大學,資訊管理學系,國文,均標,--,英文,--,--,數學B,--,--,國英數B,--,3,,,,*2.00,*1.75,*2.00,--,,40%,審查資料,--,40%,面試,60分,30%,,,,,,,,,,一、面試二、審查資料三、學科能力測驗成績四、學測數學B級分,項目：修課紀錄(A)、多元表現(F、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測國文、英文、數學B之級分總和
淡江大學,資訊管理學系(APCS組),國文,--,--,英文,--,--,數學B,後標,20,,,,,,,*1.00,*1.50,*2.00,,,40%,審查資料,--,40%,面試,--,30%,,,,,,,,,,程式設計觀念題程式設計實作題,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(G、I、J、L、N)、學習歷程自述(O、P、Q) ,一、學測國文、英文、數學B之級分總和
輔仁大學,資訊管理學系(APCS組),國文,--,3.0,英文,後標,4.0,數學B,後標,4.0,,,,,,,*1.00,*1.00,*1.00,,,50%,審查資料,--,50%,面試,--,30%,,,,,,,,,,程式設計觀念題程式設計實作題,項目：修課紀錄(A)、多元表現(F、N)、其他(R.個人資料表) ,一、學測國文、英文、數學B之級分總和　二、學測數學B級分　三、學測英文級分　四、學測國文級分
國立聯合大學,資訊管理學系(APCS組),國文,後標,--,英文,--,--,數學B,--,--,國英數B,--,10,,,,*2.00,*1.75,*2.00,--,,30%,審查資料,--,30%,面試,60分,40%,,,,,,,,,,程式設計觀念題程式設計實作題,項目：修課紀錄(A)、多元表現(F、I、J、M、N)、學習歷程自述(O、P、Q)、其他(R.其他有利審查資料) ,一、學測國文、英文、數學B之級分總和
大葉大學,資訊管理學系(數位經營組),國文,底標,3.5,英文,--,3.5,,,,,,,,,,*2.00,*2.00,,,,10%,審查資料,--,10%,面試,--,50%,,,,,,,,,,一、面試二、審查資料三、學測英文級分四、學測國文級分,項目：修課紀錄(A)、課程學習成果(B)、多元表現(F、N)、學習歷程自述(P)、其他(R.有利於學生之相關資料) ,一、學測國文、英文之級分總和　二、學測英文級分　三、學測國文級分
東海大學,資訊管理學系(數位行銷與電子商務應用組),國文,--,--,英文,後標,3,數學B,均標,6,,,,,,,*1.00,*2.00,*1.75,,,50%,審查資料,--,50%,面試,--,20%,,,,,,,,,,一、學科能力測驗成績二、面試三、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、G、I、M、N)、學習歷程自述(P、Q) ,一、學測國文、英文、數學B之級分總和　二、學測英文級分　三、學測數學B級分　四、學測國文級分
中國文化大學,資訊管理學系(智慧商務科技組),英文,--,3,數學B,--,--,社會,底標,--,英數B,--,5,,,,*2.00,*1.50,*1.00,--,,35%,審查資料,--,35%,面試,--,35%,,,,,,,,,,一、學測英數B社級分總和二、學測英文級分三、學測數學B級分四、面試,項目：修課紀錄(A)、課程學習成果(B、C)、多元表現(F、G、M、N)、學習歷程自述(P) ,一、學測英文、數學B、社會之級分總和　二、學測英文級分　三、學測數學B級分
東海大學,資訊管理學系(物聯網與大數據應用組),英文,均標,6.0,數學B,後標,3.0,,,,,,,,,,*2.00,*1.75,,,,50%,審查資料,--,50%,面試,--,20%,,,,,,,,,,一、學科能力測驗成績二、面試三、審查資料,項目：修課紀錄(A)、課程學習成果(B、C、D、E)、多元表現(F、G、I、M、N)、學習歷程自述(P、Q) ,一、學測英文、數學B之級分總和　二、學測數學B級分　三、學測英文級分
